Depth 1988-10-21 1988-11-24 1988-12-18 1989-01-27 1989-02-18 1989-03-27 1989-04-16 1989-05-16 1989-06-21 1989-07-19 1989-08-15 1989-10-20 1989-11-28 1989-12-20 1990-01-16 1990-02-15 1990-03-15 1990-04-19 1990-05-09 1990-06-22 1990-07-17 1990-08-14 1990-09-11 1990-10-15 1990-11-06 1990-12-04 1991-01-15 1991-02-14 1991-03-14 1991-04-16 1991-05-14 1991-06-19 1991-07-17 1991-08-13 1991-09-14 1991-10-08 1991-11-13 1991-12-10 1992-01-10 1992-02-14 1992-03-09 1992-04-21 1992-05-19 1992-06-17 1992-07-13 1992-08-20 1992-09-15 1992-10-15 1992-11-13 1992-12-09 1993-01-13 1993-02-12 1993-03-12 1993-04-16 1993-05-10 1993-06-14 1993-07-13 1993-08-18 1993-09-17 1993-10-12 1993-11-09 1993-12-07 1994-01-12 1994-02-19 1994-03-15 1994-04-19 1994-05-17 1994-06-14 1994-07-19 1994-08-16 1994-09-21 1994-10-19 1994-11-14 1994-12-10 1995-01-13 1995-02-15 1995-03-17 1995-04-12 1995-05-12 1995-06-14 1995-07-11 1995-08-18 1995-09-14 1995-10-11 1995-11-12 1995-12-15 1996-01-31 1996-02-15 1996-03-15 1996-04-09 1996-05-06 1996-06-10 1996-07-11 1996-08-05 1996-09-06 1996-10-09 1996-11-05 1996-12-14 1997-01-15 1997-02-08 1997-03-07 1997-04-09 1997-05-08 1997-06-12 1997-07-17 1997-08-13 1997-09-13 1997-10-09 1997-11-13 1997-12-10 1998-01-15 1998-02-13 1998-03-13 1998-04-08 1998-05-07 1998-06-03 1998-07-08 1998-08-12 1998-09-11 1998-10-23 1998-11-18 1998-12-11 1999-01-16 1999-02-12 1999-03-24 1999-04-08 1999-05-05 1999-06-02 1999-07-09 1999-08-04 1999-09-16 1999-10-13 1999-11-10 1999-12-10 2000-02-01 2000-02-18 2000-03-14 2000-04-10 2000-05-10 2000-06-06 2000-07-11 2000-08-08 2000-09-11 2000-10-18 2000-11-14 2000-12-13 2001-01-31 2001-02-21 2001-03-21 2001-04-21 2001-05-18 2001-06-05 2001-07-19 2001-08-07 2001-09-12 2001-10-10 2001-11-10 2001-12-12 2002-02-28 2002-03-20 2002-04-20 2002-05-15 2002-06-06 2002-07-03 2002-08-21 2002-09-18 2002-10-08 2002-11-14 2002-12-11 2003-02-05 2003-02-22 2003-03-22 2003-04-22 2003-05-20 2003-07-05 2003-07-16 2003-08-12 2003-09-20 2003-10-07 2003-11-04 2003-12-03 2004-01-27 2004-02-24 2004-03-22 2004-04-20 2004-05-17 2004-06-15 2004-07-14 2004-08-16 2004-09-15 2004-10-14 2004-11-12 2004-12-09 2005-01-28 2005-02-05 2005-03-22 2005-04-19 2005-05-18 2005-06-14 2005-07-22 2005-08-10 2005-09-06 2005-10-11 2005-11-27 2005-12-11 2006-01-29 2006-02-22 2006-04-06 2006-05-09 2006-06-27 2006-07-19 2006-08-10 2006-09-07 2006-10-10 2006-11-06 2006-12-05 2007-02-01 2007-02-22 2007-03-21 2007-04-15 2007-05-17 2007-06-21 2007-07-21 2007-08-13 2007-09-06 2007-10-05 2007-11-13 2007-12-06 2008-01-15 2008-02-13 2008-03-13 2008-04-15 2008-05-30 2008-06-23 2008-07-17 2008-08-11 2008-09-12 2008-10-08 2008-11-09 2008-12-17 2009-02-09 2009-03-19 2009-04-16 2009-05-17 2009-06-13 2009-08-17 2009-09-11 2009-10-09 2009-11-07 2009-12-09 2010-02-03 2010-02-25 2010-03-24 2010-04-21 2010-05-16 2010-06-22 2010-07-26 2010-08-22 2010-09-05 2010-10-08 2010-11-11 2010-12-10 2011-02-24 2011-03-26 2011-05-04 2011-05-19 2011-06-16 mean
820 27.244 27.227 27.234 27.155 27.127 27.153 27.35 27.346 NA 27.23 27.258 27.144 27.168 27.303 27.211 27.085 NA 27.134 27.289 27.185 27.223 27.201 27.177 27.189 27.187 27.176 27.094 27.129 27.246 27.042 27.389 NA 27.193 27.213 27.19 27.231 27.287 27.188 27.123 27.292 27.211 27.132 27.076 27.247 27.305 27.145 27.17 27.272 27.205 27.301 27.336 27.205 27.2 27.167 27.138 27.232 27.248 27.212 27.213 27.224 27.349 27.326 27.333 27.202 26.981 27.165 27.195 27.198 27.281 27.303 27.114 27.211 27.284 27.242 27.206 27.157 27.17 27.185 27.161 27.111 26.892 27.183 27.174 26.95 27.036 27.186 27.202 27.207 27.225 27.208 27.201 27.181 27.215 27.177 27.253 27.159 27.002 27.163 27.275 27.292 27.229 27.162 27.089 27.125 27.171 27.124 27.114 27.028 27.138 26.976 27.149 27.216 27.214 27.203 27.171 27.199 27.231 27.203 27.131 27.215 27.254 27.198 27.401 27.176 27.152 27.18 27.215 27.221 27.271 27.22 27.215 27.157 27.179 27.169 27.142 27.137 27.182 27.217 27.1 27.193 27.128 27.244 27.173 27.154 27.271 27.223 27.271 27.306 27.364 27.352 27.2 27.206 27.082 27.254 27.168 27.156 27.313 27.095 27.178 27.221 27.158 27.08 26.872 27.195 27.177 27.115 27.138 27.053 27.167 27.249 27.208 27.284 27.273 27.192 27.37 27.322 27.226 27.209 27.215 27.206 27.273 27.28 27.268 27.046 27.223 27.265 27.245 27.185 27.136 27.389 27.42 27.258 27.247 27.186 27.142 27.152 27.224 27.195 27.217 27.277 27.228 27.209 27.19 27.162 27.155 27.222 27.285 27.241 27.18 27.256 27.303 27.255 27.284 27.244 27.205 27.327 27.322 27.375 27.414 27.306 27.107 27.132 27.271 27.186 27.096 27.134 27.263 27.317 27.181 27.296 27.25 27.185 27.273 27.402 27.259 26.967 27.272 27.275 27.21 27.235 27.277 27.22 27.063 27.103 27.188 27.129 27.293 27.109 27.142 27.149 27.087 27.191 27.175 27.282 27.291 27.332 27.256 27.247 27.275 27.353 27.226 27.241 27.125 27.152 27.271 27.256 27.261 27.205
830 27.255 27.235 27.247 27.177 27.143 27.175 27.337 27.365 NA 27.255 27.274 27.158 27.128 27.335 27.238 27.106 NA 27.167 27.301 27.211 27.248 27.215 27.192 27.214 27.207 27.197 27.113 27.165 27.259 27.065 27.414 NA 27.219 27.218 27.218 27.251 27.306 27.199 27.14 27.326 27.229 27.144 27.093 27.264 27.324 27.165 27.194 27.308 27.225 27.32 27.365 27.228 27.219 27.185 27.167 27.26 27.271 27.229 27.234 27.25 27.382 27.341 27.358 27.223 27.013 27.173 27.22 27.215 27.307 27.317 27.142 27.235 27.296 27.256 27.229 27.179 27.194 27.209 27.179 27.13 26.895 27.207 27.195 26.98 27.057 27.202 27.223 27.226 27.241 27.226 27.215 27.202 27.231 27.194 27.272 27.169 27.014 27.187 27.298 27.301 27.247 27.187 27.103 27.157 27.186 27.134 27.134 27.042 27.159 27.007 27.173 27.229 27.242 27.212 27.197 27.22 27.251 27.222 27.153 27.233 27.282 27.221 27.415 27.202 27.175 27.202 27.246 27.241 27.301 27.248 27.229 27.195 27.218 27.202 27.153 27.182 27.195 27.253 27.12 27.232 27.133 27.269 27.156 27.176 27.281 27.239 27.295 27.321 27.337 27.342 27.222 27.195 27.109 27.27 27.175 27.196 27.295 27.119 27.253 27.299 27.189 27.093 26.955 27.215 27.19 27.157 27.181 27.099 27.191 27.251 27.228 27.314 27.293 27.218 27.354 27.355 27.231 27.23 27.207 27.241 27.301 27.304 27.289 27.063 27.229 27.294 27.282 27.175 27.183 27.405 27.404 27.277 27.255 27.22 27.163 27.173 27.218 27.22 27.178 27.212 27.193 27.235 27.208 27.184 27.181 27.239 27.304 27.27 27.211 27.273 27.321 27.281 27.304 27.263 27.235 27.31 27.342 27.38 27.41 27.238 27.118 27.173 27.284 27.245 27.125 27.142 27.265 27.32 27.256 27.323 27.26 27.215 27.303 27.418 27.263 27.007 27.133 27.302 27.227 27.267 27.289 27.234 27.139 27.117 27.217 27.141 27.332 27.142 27.126 27.192 27.111 27.208 27.19 27.326 27.364 27.351 27.278 27.258 27.3 27.321 27.245 27.262 27.133 27.183 27.28 27.279 27.263 27.224
840 27.287 27.263 27.245 27.197 27.175 27.203 27.326 27.387 NA 27.281 27.291 27.175 27.126 27.37 27.275 27.135 NA 27.181 27.32 27.237 27.264 27.239 27.212 27.232 27.235 27.218 27.14 27.178 27.267 27.085 27.435 NA 27.237 27.234 27.241 27.275 27.316 27.212 27.159 27.352 27.252 27.168 27.109 27.284 27.349 27.184 27.218 27.344 27.241 27.337 27.389 27.246 27.24 27.206 27.186 27.282 27.287 27.247 27.265 27.271 27.406 27.364 27.376 27.244 27.059 27.185 27.243 27.239 27.32 27.338 27.165 27.254 27.312 27.289 27.235 27.192 27.213 27.233 27.193 27.143 26.898 27.226 27.215 27.01 27.072 27.215 27.242 27.243 27.259 27.248 27.227 27.221 27.257 27.217 27.29 27.178 27.026 27.191 27.32 27.325 27.268 27.21 27.123 27.175 27.208 27.132 27.153 27.059 27.174 27.038 27.214 27.254 27.268 27.222 27.217 27.243 27.266 27.241 27.17 27.252 27.296 27.242 27.432 27.223 27.208 27.214 27.299 27.26 27.331 27.274 27.25 27.222 27.28 27.255 27.162 27.222 27.206 27.293 27.132 27.263 27.146 27.285 27.157 27.193 27.299 27.251 27.319 27.333 27.308 27.284 27.248 27.205 27.131 27.292 27.19 27.239 27.272 27.142 27.292 27.347 27.216 27.107 26.998 27.238 27.208 27.181 27.228 27.149 27.215 27.242 27.246 27.326 27.311 27.247 27.364 27.377 27.24 27.246 27.195 27.279 27.326 27.333 27.312 27.074 27.222 27.322 27.305 27.139 27.266 27.426 27.387 27.301 27.265 27.242 27.186 27.183 27.234 27.242 27.171 27.189 27.183 27.253 27.23 27.203 27.21 27.259 27.328 27.284 27.232 27.291 27.339 27.308 27.326 27.284 27.263 27.308 27.359 27.382 27.413 27.211 27.128 27.206 27.29 27.3 27.147 27.154 27.278 27.32 27.302 27.348 27.289 27.242 27.337 27.433 27.265 27.076 27.028 27.322 27.246 27.289 27.31 27.261 27.207 27.125 27.256 27.124 27.355 27.181 27.107 27.25 27.131 27.211 27.2 27.377 27.398 27.365 27.297 27.274 27.329 27.309 27.266 27.286 27.158 27.226 27.302 27.301 27.27 27.243
850 27.324 27.268 27.256 27.221 27.183 27.223 27.349 27.407 NA 27.305 27.312 27.198 27.161 27.394 27.284 27.155 NA 27.203 27.337 27.253 27.281 27.257 27.231 27.259 27.252 27.229 27.166 27.196 27.29 27.116 27.448 NA 27.258 27.251 27.257 27.29 27.325 27.225 27.185 27.364 27.274 27.18 27.131 27.31 27.364 27.198 27.232 27.367 27.26 27.356 27.415 27.262 27.254 27.219 27.197 27.296 27.306 27.263 27.287 27.286 27.425 27.382 27.402 27.259 27.083 27.206 27.259 27.251 27.343 27.357 27.177 27.266 27.335 27.305 27.259 27.208 27.221 27.25 27.215 27.17 26.903 27.252 27.239 27.03 27.099 27.239 27.254 27.262 27.293 27.262 27.25 27.236 27.278 27.24 27.305 27.186 27.036 27.21 27.345 27.339 27.294 27.229 27.151 27.196 27.217 27.155 27.168 27.104 27.197 27.07 27.236 27.272 27.297 27.23 27.241 27.266 27.286 27.262 27.19 27.266 27.309 27.27 27.455 27.237 27.224 27.239 27.314 27.284 27.349 27.289 27.272 27.242 27.298 27.277 27.176 27.239 27.224 27.308 27.149 27.281 27.168 27.309 27.177 27.213 27.322 27.271 27.335 27.347 27.324 27.298 27.264 27.226 27.156 27.313 27.212 27.261 27.293 27.163 27.313 27.359 27.231 27.131 27.017 27.258 27.231 27.202 27.25 27.171 27.234 27.259 27.264 27.345 27.328 27.269 27.384 27.394 27.259 27.264 27.217 27.296 27.352 27.363 27.333 27.106 27.236 27.344 27.324 27.165 27.29 27.443 27.41 27.32 27.277 27.262 27.202 27.197 27.256 27.265 27.192 27.21 27.2 27.27 27.245 27.218 27.228 27.275 27.35 27.302 27.249 27.309 27.357 27.329 27.344 27.304 27.286 27.33 27.382 27.411 27.429 27.237 27.151 27.227 27.307 27.32 27.157 27.177 27.299 27.341 27.321 27.37 27.313 27.262 27.354 27.45 27.282 27.089 27.052 27.344 27.266 27.301 27.333 27.286 27.228 27.142 27.278 27.142 27.378 27.201 27.126 27.271 27.157 27.236 27.215 27.393 27.419 27.384 27.314 27.293 27.353 27.337 27.281 27.309 27.173 27.246 27.321 27.321 27.291 27.263
860 27.33 27.274 27.273 27.241 27.187 27.24 27.369 27.427 NA 27.325 27.332 27.218 27.169 27.405 27.281 27.184 NA 27.234 27.355 27.281 27.296 27.274 27.252 27.291 27.275 27.251 27.188 27.229 27.302 27.132 27.461 NA 27.274 27.273 27.28 27.317 27.342 27.248 27.207 27.388 27.291 27.199 27.152 27.331 27.379 27.215 27.252 27.384 27.282 27.368 27.426 27.284 27.271 27.237 27.231 27.333 27.323 27.282 27.304 27.307 27.442 27.399 27.421 27.276 27.099 27.222 27.274 27.27 27.366 27.379 27.196 27.286 27.352 27.317 27.279 27.228 27.24 27.272 27.23 27.183 26.912 27.258 27.261 27.047 27.122 27.253 27.279 27.281 27.31 27.284 27.272 27.253 27.29 27.263 27.318 27.198 27.047 27.234 27.357 27.356 27.312 27.237 27.172 27.219 27.233 27.173 27.187 27.123 27.218 27.103 27.253 27.284 27.319 27.269 27.261 27.286 27.305 27.275 27.207 27.29 27.329 27.282 27.464 27.244 27.245 27.252 27.328 27.306 27.363 27.303 27.292 27.261 27.326 27.293 27.195 27.252 27.234 27.321 27.169 27.302 27.177 27.327 27.196 27.228 27.342 27.297 27.349 27.361 27.345 27.314 27.283 27.245 27.178 27.331 27.23 27.287 27.315 27.186 27.327 27.375 27.256 27.157 27.039 27.275 27.251 27.225 27.27 27.19 27.251 27.288 27.277 27.357 27.342 27.285 27.407 27.412 27.28 27.283 27.238 27.32 27.375 27.384 27.353 27.124 27.256 27.358 27.338 27.181 27.302 27.457 27.428 27.339 27.297 27.287 27.22 27.214 27.275 27.29 27.21 27.229 27.219 27.288 27.264 27.239 27.248 27.295 27.368 27.342 27.273 27.324 27.375 27.342 27.363 27.32 27.307 27.352 27.401 27.429 27.445 27.256 27.167 27.247 27.321 27.339 27.165 27.193 27.328 27.36 27.348 27.395 27.334 27.284 27.37 27.464 27.302 27.1 27.072 27.36 27.289 27.33 27.351 27.302 27.252 27.163 27.301 27.163 27.4 27.22 27.149 27.291 27.183 27.265 27.241 27.418 27.437 27.401 27.327 27.309 27.376 27.359 27.302 27.324 27.205 27.265 27.341 27.341 27.313 27.281
870 27.358 27.298 27.293 27.263 27.217 27.26 27.393 27.449 NA 27.343 27.352 27.237 27.188 27.412 27.285 27.206 NA 27.253 27.379 27.299 27.319 27.296 27.279 27.307 27.292 27.275 27.207 27.251 27.316 27.148 27.481 NA 27.296 27.292 27.301 27.336 27.353 27.261 27.233 27.42 27.315 27.217 27.172 27.354 27.39 27.231 27.271 27.405 27.301 27.387 27.46 27.306 27.289 27.253 27.258 27.359 27.341 27.299 27.318 27.326 27.459 27.418 27.432 27.3 27.104 27.25 27.29 27.286 27.379 27.399 27.21 27.309 27.368 27.33 27.302 27.251 27.254 27.29 27.241 27.205 26.928 27.275 27.281 27.069 27.148 27.269 27.297 27.293 27.328 27.3 27.295 27.269 27.305 27.277 27.336 27.219 27.056 27.247 27.381 27.373 27.334 27.259 27.184 27.238 27.251 27.185 27.203 27.142 27.235 27.116 27.271 27.308 27.338 27.285 27.282 27.298 27.32 27.289 27.223 27.304 27.346 27.303 27.479 27.265 27.263 27.265 27.342 27.326 27.378 27.318 27.317 27.281 27.342 27.321 27.215 27.275 27.251 27.342 27.194 27.323 27.205 27.35 27.22 27.249 27.362 27.313 27.37 27.382 27.363 27.328 27.306 27.265 27.201 27.352 27.247 27.309 27.332 27.202 27.356 27.389 27.271 27.177 27.071 27.3 27.273 27.248 27.29 27.211 27.27 27.311 27.293 27.372 27.359 27.302 27.425 27.436 27.299 27.298 27.267 27.334 27.388 27.402 27.375 27.141 27.285 27.378 27.354 27.201 27.315 27.483 27.446 27.361 27.317 27.31 27.237 27.243 27.288 27.304 27.228 27.244 27.238 27.31 27.286 27.258 27.268 27.318 27.382 27.369 27.295 27.342 27.394 27.363 27.382 27.34 27.326 27.378 27.423 27.451 27.461 27.272 27.185 27.264 27.341 27.362 27.172 27.21 27.344 27.383 27.364 27.415 27.354 27.302 27.4 27.48 27.323 27.11 27.094 27.374 27.31 27.356 27.371 27.322 27.266 27.182 27.321 27.199 27.419 27.247 27.176 27.31 27.207 27.286 27.269 27.436 27.452 27.417 27.343 27.328 27.393 27.379 27.327 27.349 27.225 27.287 27.355 27.363 27.332 27.301
880 27.374 27.316 27.318 27.282 27.234 27.276 27.415 27.465 NA 27.358 27.377 27.255 27.216 27.423 27.34 27.236 NA 27.271 27.394 27.312 27.338 27.31 27.294 27.323 27.306 27.291 27.224 27.263 27.351 27.17 27.496 NA 27.317 27.311 27.323 27.357 27.377 27.282 27.255 27.43 27.334 27.239 27.193 27.364 27.414 27.247 27.284 27.416 27.32 27.401 27.473 27.321 27.307 27.268 27.272 27.383 27.356 27.313 27.333 27.344 27.472 27.439 27.445 27.318 27.108 27.273 27.3 27.304 27.402 27.416 27.229 27.328 27.389 27.348 27.325 27.269 27.272 27.312 27.268 27.226 26.957 27.295 27.295 27.078 27.171 27.282 27.316 27.321 27.342 27.313 27.312 27.285 27.322 27.3 27.35 27.239 27.067 27.262 27.397 27.391 27.359 27.279 27.2 27.255 27.265 27.227 27.22 27.174 27.255 27.131 27.294 27.323 27.362 27.302 27.309 27.316 27.339 27.308 27.242 27.331 27.369 27.313 27.487 27.28 27.281 27.285 27.356 27.344 27.392 27.335 27.341 27.305 27.362 27.342 27.242 27.287 27.272 27.366 27.213 27.343 27.234 27.366 27.237 27.264 27.381 27.33 27.391 27.406 27.383 27.352 27.321 27.284 27.219 27.371 27.265 27.333 27.35 27.221 27.377 27.417 27.292 27.194 27.097 27.321 27.293 27.268 27.307 27.232 27.288 27.324 27.314 27.383 27.373 27.32 27.441 27.453 27.324 27.319 27.289 27.358 27.413 27.416 27.389 27.16 27.304 27.404 27.372 27.226 27.342 27.498 27.46 27.379 27.34 27.33 27.251 27.263 27.306 27.317 27.248 27.262 27.258 27.327 27.306 27.281 27.288 27.337 27.4 27.39 27.314 27.361 27.411 27.378 27.402 27.364 27.353 27.396 27.441 27.469 27.479 27.287 27.206 27.283 27.368 27.378 27.18 27.226 27.364 27.401 27.383 27.437 27.368 27.319 27.419 27.497 27.342 27.118 27.113 27.39 27.329 27.378 27.398 27.348 27.281 27.201 27.348 27.227 27.439 27.267 27.201 27.331 27.223 27.315 27.291 27.455 27.466 27.436 27.363 27.347 27.409 27.402 27.34 27.37 27.248 27.308 27.379 27.384 27.352 27.32
890 27.421 27.329 27.331 27.309 27.247 27.295 27.433 27.483 NA 27.378 27.397 27.286 27.237 27.441 27.363 27.261 NA 27.298 27.415 27.336 27.35 27.329 27.305 27.345 27.323 27.304 27.245 27.286 27.367 27.2 27.511 NA 27.332 27.331 27.339 27.378 27.395 27.297 27.273 27.444 27.347 27.254 27.212 27.376 27.437 27.262 27.31 27.443 27.336 27.416 27.485 27.346 27.322 27.285 27.289 27.401 27.373 27.325 27.347 27.361 27.485 27.455 27.451 27.331 27.122 27.279 27.321 27.315 27.416 27.433 27.241 27.353 27.411 27.363 27.349 27.294 27.294 27.34 27.279 27.25 26.99 27.321 27.307 27.1 27.188 27.294 27.341 27.338 27.367 27.329 27.336 27.299 27.344 27.324 27.362 27.264 27.077 27.289 27.406 27.407 27.38 27.294 27.215 27.28 27.277 27.248 27.236 27.194 27.279 27.153 27.307 27.343 27.385 27.308 27.33 27.336 27.356 27.333 27.257 27.357 27.397 27.337 27.509 27.31 27.298 27.297 27.38 27.364 27.41 27.351 27.366 27.328 27.375 27.356 27.257 27.303 27.292 27.387 27.231 27.358 27.257 27.389 27.258 27.279 27.402 27.35 27.414 27.425 27.406 27.372 27.338 27.302 27.242 27.389 27.285 27.354 27.365 27.238 27.39 27.435 27.31 27.215 27.117 27.338 27.314 27.288 27.322 27.248 27.311 27.338 27.33 27.402 27.394 27.336 27.459 27.465 27.342 27.341 27.307 27.379 27.437 27.44 27.408 27.185 27.322 27.437 27.389 27.259 27.369 27.517 27.471 27.396 27.362 27.347 27.269 27.289 27.324 27.337 27.268 27.279 27.279 27.343 27.327 27.297 27.301 27.357 27.415 27.406 27.336 27.377 27.429 27.395 27.421 27.382 27.376 27.417 27.461 27.486 27.493 27.3 27.23 27.306 27.393 27.395 27.189 27.242 27.389 27.418 27.401 27.453 27.382 27.341 27.429 27.511 27.36 27.125 27.135 27.41 27.343 27.403 27.417 27.369 27.298 27.223 27.367 27.251 27.455 27.283 27.218 27.354 27.239 27.336 27.304 27.473 27.481 27.45 27.381 27.365 27.424 27.423 27.361 27.386 27.266 27.33 27.406 27.403 27.372 27.339
900 27.411 27.368 27.355 27.331 27.273 27.318 27.448 27.498 NA 27.394 27.423 27.299 27.255 27.453 27.374 27.28 NA 27.331 27.426 27.35 27.374 27.348 27.332 27.369 27.345 27.325 27.265 27.298 27.379 27.223 27.525 NA 27.346 27.348 27.351 27.395 27.415 27.31 27.285 27.471 27.37 27.273 27.23 27.395 27.457 27.278 27.327 27.453 27.35 27.433 27.5 27.369 27.344 27.295 27.306 27.427 27.391 27.343 27.361 27.377 27.504 27.479 27.458 27.353 27.144 27.293 27.345 27.332 27.432 27.456 27.258 27.363 27.435 27.384 27.367 27.311 27.313 27.36 27.3 27.263 27.012 27.341 27.329 27.123 27.212 27.312 27.355 27.367 27.381 27.343 27.361 27.327 27.368 27.339 27.385 27.287 27.094 27.313 27.424 27.425 27.391 27.3 27.223 27.294 27.294 27.264 27.256 27.211 27.296 27.159 27.325 27.358 27.407 27.339 27.351 27.36 27.377 27.35 27.274 27.383 27.413 27.353 27.517 27.325 27.313 27.319 27.395 27.381 27.424 27.369 27.391 27.348 27.395 27.376 27.276 27.317 27.321 27.411 27.251 27.371 27.274 27.409 27.28 27.296 27.424 27.375 27.434 27.445 27.425 27.39 27.354 27.319 27.27 27.404 27.307 27.375 27.383 27.258 27.409 27.453 27.331 27.233 27.14 27.357 27.332 27.305 27.342 27.266 27.331 27.354 27.345 27.439 27.413 27.35 27.477 27.48 27.359 27.366 27.324 27.394 27.46 27.459 27.429 27.207 27.335 27.452 27.409 27.287 27.383 27.544 27.496 27.418 27.377 27.367 27.283 27.309 27.341 27.354 27.285 27.298 27.298 27.365 27.345 27.318 27.322 27.372 27.432 27.422 27.358 27.393 27.445 27.412 27.439 27.4 27.395 27.433 27.477 27.504 27.507 27.29 27.252 27.324 27.411 27.413 27.199 27.261 27.409 27.436 27.408 27.466 27.394 27.358 27.447 27.525 27.38 27.135 27.165 27.428 27.365 27.418 27.433 27.383 27.317 27.243 27.39 27.277 27.473 27.304 27.233 27.375 27.258 27.356 27.322 27.489 27.497 27.467 27.395 27.382 27.438 27.443 27.374 27.399 27.294 27.35 27.426 27.424 27.39 27.357
910 27.428 27.388 27.376 27.341 27.291 27.343 27.459 27.519 NA 27.409 27.446 27.314 27.275 27.467 27.399 27.306 NA 27.341 27.442 27.37 27.391 27.371 27.357 27.388 27.36 27.346 27.279 27.319 27.396 27.242 27.535 NA 27.367 27.371 27.369 27.416 27.449 27.33 27.304 27.497 27.39 27.284 27.249 27.403 27.47 27.294 27.347 27.473 27.366 27.445 27.52 27.379 27.36 27.316 27.327 27.448 27.405 27.356 27.378 27.391 27.517 27.495 27.468 27.361 27.157 27.314 27.356 27.35 27.456 27.468 27.28 27.386 27.453 27.406 27.394 27.342 27.342 27.378 27.315 27.28 27.063 27.357 27.355 27.143 27.228 27.336 27.373 27.378 27.407 27.364 27.372 27.348 27.388 27.36 27.411 27.303 27.109 27.339 27.439 27.446 27.409 27.309 27.243 27.312 27.309 27.284 27.278 27.24 27.316 27.166 27.341 27.376 27.429 27.364 27.377 27.374 27.397 27.377 27.296 27.405 27.425 27.373 27.528 27.342 27.335 27.336 27.418 27.398 27.437 27.381 27.415 27.371 27.422 27.4 27.301 27.334 27.334 27.426 27.27 27.39 27.312 27.434 27.3 27.316 27.443 27.397 27.442 27.46 27.441 27.408 27.373 27.34 27.286 27.42 27.324 27.394 27.4 27.277 27.431 27.477 27.354 27.251 27.165 27.375 27.35 27.324 27.357 27.288 27.364 27.369 27.366 27.455 27.433 27.374 27.496 27.495 27.381 27.383 27.339 27.408 27.47 27.467 27.443 27.225 27.361 27.475 27.424 27.317 27.404 27.559 27.511 27.434 27.397 27.383 27.3 27.323 27.359 27.369 27.306 27.318 27.321 27.379 27.364 27.337 27.338 27.4 27.451 27.438 27.382 27.41 27.461 27.427 27.458 27.415 27.413 27.449 27.493 27.518 27.523 27.318 27.272 27.343 27.419 27.432 27.205 27.282 27.419 27.451 27.429 27.483 27.414 27.379 27.46 27.541 27.397 27.148 27.2 27.444 27.388 27.439 27.457 27.407 27.326 27.256 27.409 27.301 27.491 27.332 27.255 27.395 27.278 27.38 27.336 27.502 27.512 27.481 27.408 27.396 27.454 27.46 27.396 27.418 27.314 27.37 27.446 27.44 27.41 27.376
920 27.459 27.409 27.401 27.355 27.325 27.362 27.498 27.538 NA 27.426 27.468 27.34 27.313 27.483 27.43 27.332 NA 27.365 27.458 27.394 27.403 27.389 27.374 27.412 27.377 27.352 27.3 27.338 27.434 27.271 27.56 NA 27.392 27.391 27.393 27.443 27.474 27.37 27.327 27.505 27.407 27.307 27.269 27.426 27.49 27.311 27.37 27.483 27.38 27.46 27.529 27.398 27.379 27.338 27.351 27.47 27.419 27.374 27.395 27.405 27.535 27.508 27.499 27.372 27.179 27.348 27.37 27.373 27.475 27.489 27.305 27.413 27.476 27.428 27.404 27.368 27.37 27.391 27.335 27.3 27.096 27.373 27.383 27.172 27.256 27.367 27.388 27.398 27.428 27.376 27.383 27.37 27.41 27.385 27.435 27.317 27.123 27.371 27.457 27.457 27.417 27.319 27.26 27.336 27.324 27.305 27.304 27.252 27.331 27.191 27.35 27.39 27.426 27.379 27.382 27.396 27.421 27.39 27.318 27.427 27.444 27.401 27.545 27.366 27.339 27.366 27.417 27.418 27.443 27.393 27.439 27.389 27.402 27.395 27.331 27.342 27.38 27.407 27.297 27.399 27.332 27.448 27.332 27.339 27.455 27.42 27.456 27.484 27.493 27.502 27.386 27.362 27.31 27.438 27.347 27.391 27.441 27.294 27.423 27.463 27.361 27.274 27.162 27.389 27.382 27.341 27.368 27.285 27.37 27.42 27.385 27.479 27.449 27.386 27.517 27.51 27.413 27.406 27.392 27.419 27.489 27.486 27.455 27.255 27.408 27.465 27.434 27.377 27.364 27.559 27.546 27.456 27.422 27.396 27.332 27.334 27.377 27.388 27.355 27.379 27.37 27.397 27.381 27.358 27.357 27.419 27.472 27.453 27.405 27.43 27.479 27.448 27.471 27.427 27.438 27.483 27.516 27.529 27.55 27.381 27.308 27.353 27.448 27.406 27.229 27.319 27.439 27.478 27.435 27.499 27.428 27.39 27.479 27.558 27.442 27.163 27.316 27.459 27.41 27.46 27.472 27.427 27.31 27.28 27.394 27.351 27.502 27.335 27.316 27.374 27.299 27.404 27.372 27.507 27.529 27.506 27.433 27.415 27.466 27.488 27.424 27.44 27.331 27.371 27.461 27.459 27.434 27.396
